Code poste;Nom poste;FONCTION;Etat;Tension (kV);Longitude poste (DD);Latitude poste (DD);Géo-point poste (DD)
RENAR;RENARDIERES (LES);Poste de transformation;EN EXPLOITATION;400kV;2.84957757461489;48.373176679666315;48.373176679666315, 2.84957757461489
RENOU;RENOUVAL;Poste de transformation;EN EXPLOITATION;90kV;1.3248013494174813;49.88495973758781;49.88495973758781, 1.3248013494174813
REPAS;REPASSE (LA);Poste de transformation;EN EXPLOITATION;63kV;5.776531193385321;43.83109379183207;43.83109379183207, 5.776531193385321
REQUI;REQUISTA;Poste de transformation;EN EXPLOITATION;63kV;2.5202061292271143;44.03580773099913;44.03580773099913, 2.5202061292271143
REVIG;REVIGNY;Poste de transformation;EN EXPLOITATION;400kV;4.996833945309646;48.818160467986274;48.818160467986274, 4.996833945309646
RISCL;RISCLE;Poste de transformation;EN EXPLOITATION;63kV;-0.07155317949795031;43.65770241999572;43.65770241999572, -0.07155317949795031
RIXHE;RIXHEIM;Poste de transformation;EN EXPLOITATION;63kV;7.3980983067925665;47.752039290431625;47.752039290431625, 7.3980983067925665
ROCH5;ROCHETAILLEE;Poste de transformation;EN EXPLOITATION;63kV;4.837405893781106;45.84726061551891;45.84726061551891, 4.837405893781106
ROCH6;ROCHETTE (LA);Poste de transformation;EN EXPLOITATION;63kV;6.1197171380416435;45.45182029458378;45.45182029458378, 6.1197171380416435
ROMAI;ROMAINVILLE;Poste de transformation;EN EXPLOITATION;225kV;2.437309562035936;48.89476165267253;48.89476165267253, 2.437309562035936
ROMAN;ROMANECHE;Poste de transformation;EN EXPLOITATION;63kV;4.756746559474;46.194048418586384;46.194048418586384, 4.756746559474
ROSER;ROSERAIE (LA);Poste de transformation;EN EXPLOITATION;90kV;-0.5551553453218465;47.44294243003436;47.44294243003436, -0.5551553453218465
ROUS6;ROUSSINES;Poste de transformation;EN EXPLOITATION;90kV;1.3558829800091434;46.438404332098465;46.438404332098465, 1.3558829800091434
ROUVR;ROUVRAY;Poste de transformation;EN EXPLOITATION;HORS TENSION;1.108328198247182;49.37053886924189;49.37053886924189, 1.108328198247182
RQBIL;ROQUEBILLIERE;Poste de transformation;EN EXPLOITATION;150kV;7.307812295916247;44.02116574584768;44.02116574584768, 7.307812295916247
RQROU;ROQUEROUSSE;Poste de transformation;EN EXPLOITATION;225kV;5.101065132245218;43.67338978052342;43.67338978052342, 5.101065132245218
RUIRE;RUIRES (LES);Poste de transformation;EN EXPLOITATION;63kV;5.739140509131451;45.14572991836921;45.14572991836921, 5.739140509131451
RULHA;RULHAT;Poste de transformation;EN EXPLOITATION;400kV;3.269695992850345;45.81316202636566;45.81316202636566, 3.269695992850345
RUMIN;RUMINGHEM;Poste de transformation;EN EXPLOITATION;225kV;2.1952172932794425;50.84474989056083;50.84474989056083, 2.1952172932794425
S.BIS;SUPER-BISSORTE;Poste de transformation;EN EXPLOITATION;400kV;6.577708595959391;45.20255807788215;45.20255807788215, 6.577708595959391
S.BOE;SCEAUX-BOESSE;Poste de transformation;EN EXPLOITATION;90kV;0.5735286380284694;48.12313128007521;48.12313128007521, 0.5735286380284694
S.BRI;SUCY-EN-BRIE;Poste de transformation;EN EXPLOITATION;<45kV;2.508065518836371;48.770604481175425;48.770604481175425, 2.508065518836371
S.COM;SURY-LE-COMTAL;Poste de transformation;EN EXPLOITATION;63kV;4.2009883397762895;45.5400039962888;45.5400039962888, 4.2009883397762895
S.DEN;SEPT-DENIERS;Poste de transformation;EN EXPLOITATION;63kV;1.417932084519443;43.61739340611669;43.61739340611669, 1.417932084519443
S.GIR;SALIN-DE-GIRAUD;Poste de transformation;EN EXPLOITATION;63kV;4.730952017503185;43.4167508441238;43.4167508441238, 4.730952017503185
S.MO5;SOMMER-MOUZON;Poste de transformation;EN EXPLOITATION;63kV;5.081390410659726;49.60479142080189;49.60479142080189, 5.081390410659726
S.MOU;SALLES-MOUSSAC;Poste de transformation;EN EXPLOITATION;90kV;0.1436575226015629;45.9573957725653;45.9573957725653, 0.1436575226015629
S.SOL;SEREMANGE-SOLLAC;Poste de transformation;EN EXPLOITATION;63kV;6.088017486939575;49.32547686938027;49.32547686938027, 6.088017486939575
SABAR;SABART;Poste de transformation;EN EXPLOITATION;63kV;1.59966608249211;42.83635189591357;42.83635189591357, 1.59966608249211
SABLE;SABLE;Poste de transformation;EN EXPLOITATION;90kV;-0.3532440484274203;47.83753735942927;47.83753735942927, -0.3532440484274203
SAKAN;SAKANIE;Poste de transformation;EN EXPLOITATION;63kV;1.600483314148768;42.83640038970405;42.83640038970405, 1.600483314148768
SALAI;SALAISE;Poste de transformation;EN EXPLOITATION;63kV;4.802869992172207;45.350786257721005;45.350786257721005, 4.802869992172207
SALBR;SALBRIS;Poste de transformation;EN EXPLOITATION;90kV;2.0489087988414654;47.4204238412984;47.4204238412984, 2.0489087988414654
SAMOI;SAMOIS;Poste de transformation;EN EXPLOITATION;63kV;2.738356334757474;48.43637053645372;48.43637053645372, 2.738356334757474
SARR5;SARRE;Poste de transformation;EN EXPLOITATION;225kV;3.1203942363568204;45.77119399127763;45.77119399127763, 3.1203942363568204
SARR7;SARRALBE;Poste de transformation;EN EXPLOITATION;63kV;7.032427697938131;49.00916615042998;49.00916615042998, 7.032427697938131
SARZE;SARZEAU;Poste de transformation;EN EXPLOITATION;63kV;-2.762196397780433;47.51898168703453;47.51898168703453, -2.762196397780433
SAUCL;SAUCLIERES;Poste de transformation;EN EXPLOITATION;63kV;3.22989480739547;43.329961663753956;43.329961663753956, 3.22989480739547
SAUGE;SAUGEES;Poste de transformation;EN EXPLOITATION;90kV;2.3067966678645964;48.627442583380144;48.627442583380144, 2.3067966678645964
SAUTI;SAUTILLET;Poste de transformation;EN EXPLOITATION;63kV;3.1103742527757348;49.39368234337107;49.39368234337107, 3.1103742527757348
SAUV5;SAUVEUR;Poste de transformation;EN EXPLOITATION;63kV;-2.626566541864149;48.16830624525736;48.16830624525736, -2.626566541864149
SAVER;SAVERNE;Poste de transformation;EN EXPLOITATION;63kV;7.376207664535158;48.76158866766464;48.76158866766464, 7.376207664535158
SCHEE;SCHEER;Poste de transformation;EN EXPLOITATION;400kV;7.51926065026449;48.3569216838898;48.3569216838898, 7.51926065026449
SECAR;SECARY;Poste de transformation;EN EXPLOITATION;63kV;-1.1254710192592845;44.61616519394649;44.61616519394649, -1.1254710192592845
SEGON;SEGONNAUX (LES);Poste de transformation;EN EXPLOITATION;63kV;4.644140953670344;43.752344264251306;43.752344264251306, 4.644140953670344
SEGRE;SEGRE;Poste de transformation;EN EXPLOITATION;90kV;-0.8962577420901938;47.6910997288581;47.6910997288581, -0.8962577420901938
SEINE;SEINE;Poste de transformation;EN EXPLOITATION;225kV;2.338488849980823;48.925192895699396;48.925192895699396, 2.338488849980823
SENNE;SENNECEY;Poste de transformation;EN EXPLOITATION;63kV;4.873192873360855;46.651081081417374;46.651081081417374, 4.873192873360855
SENON;SENONCHES;Poste de transformation;EN EXPLOITATION;90kV;1.050449107690273;48.56076779298219;48.56076779298219, 1.050449107690273
SENS;SENS;Poste de transformation;EN EXPLOITATION;63kV;3.263528269674827;48.19696374196369;48.19696374196369, 3.263528269674827
SERRI;SERRIERES;Poste de transformation;EN EXPLOITATION;225kV;5.841707138775627;45.887224198473874;45.887224198473874, 5.841707138775627
SERV5;SERVES;Poste de transformation;EN EXPLOITATION;63kV;4.817919229001063;45.134579293284695;45.134579293284695, 4.817919229001063
SERVI;SERVIGNE;Poste de transformation;EN EXPLOITATION;90kV;-1.7247464014042746;48.11078119521339;48.11078119521339, -1.7247464014042746
SEVRE;SEVRES;Poste de transformation;EN EXPLOITATION;225kV;2.3304723290342735;48.851358000386995;48.851358000386995, 2.3304723290342735
SEYNE;SEYNE (LA);Poste de transformation;EN EXPLOITATION;63kV;5.886493729042409;43.099621041753274;43.099621041753274, 5.886493729042409
SEYSS;SEYSSEL;Poste de transformation;EN EXPLOITATION;63kV;5.834922164552208;45.970918703407236;45.970918703407236, 5.834922164552208
SIERE;SIERENTZ;Poste de transformation;EN EXPLOITATION;400kV;7.472573387285575;47.646775338459776;47.646775338459776, 7.472573387285575
SOMBU;SOMBUSSY;Poste de transformation;EN EXPLOITATION;63kV;5.193468737001603;49.36453828803884;49.36453828803884, 5.193468737001603
SOQUE;SOQUENCE;Poste de transformation;EN EXPLOITATION;90kV;0.17890683930180898;49.499732108595424;49.499732108595424, 0.17890683930180898
SORIN;SORINIERES;Poste de transformation;EN EXPLOITATION;90kV;-1.532763854547658;47.15429027644081;47.15429027644081, -1.532763854547658
SOUL6;SOULAC;Poste de transformation;EN EXPLOITATION;63kV;-1.1139751183723454;45.504708081539945;45.504708081539945, -1.1139751183723454
SOULL;SOULLANS;Poste de transformation;EN EXPLOITATION;225kV;-1.8871858806176278;46.78461759442769;46.78461759442769, -1.8871858806176278
SOYAU;SOYAUX;Poste de transformation;EN EXPLOITATION;90kV;0.1866452161407284;45.63137689895256;45.63137689895256, 0.1866452161407284
SSAGA;STE-AGATHE;Poste de transformation;EN EXPLOITATION;63kV;6.143211197436228;49.32620337708417;49.32620337708417, 6.143211197436228
SSALA;STE-ALAUZIE;Poste de transformation;EN EXPLOITATION;63kV;1.3154271552934558;44.301201877169156;44.301201877169156, 1.3154271552934558
SSAM6;ST-AMOUR (PIPE-LINE SUD EUROPEEN NO 4A);Poste de transformation;EN EXPLOITATION;63kV;5.333715596465106;46.44382137666055;46.44382137666055, 5.333715596465106
SSAM7;ST-AMOUR (S.N.C.F.);Poste de transformation;EN EXPLOITATION;63kV;5.333735133287995;46.43686514312442;46.43686514312442, 5.333735133287995
SSAN5;ST-ANTONIN;Poste de transformation;EN EXPLOITATION;63kV;1.7228220393967346;44.160691971018856;44.160691971018856, 1.7228220393967346
SSAV6;ST-AVRE (CLIENT);Poste de transformation;EN EXPLOITATION;45kV;6.3083846029080135;45.34632878307448;45.34632878307448, 6.3083846029080135
SSAV7;ST-AVE;Poste de transformation;EN EXPLOITATION;63kV;-2.733866434284369;47.671908212852486;47.671908212852486, -2.733866434284369
SSBER;ST-BERON;Poste de transformation;EN EXPLOITATION;63kV;5.716881188447373;45.48961426036684;45.48961426036684, 5.716881188447373
SSBR5;ST-BRICE;Poste de transformation;EN EXPLOITATION;225kV;4.0032404565248125;49.260442776301005;49.260442776301005, 4.0032404565248125
SSCAT;ST-DENIS-CATUS;Poste de transformation;EN EXPLOITATION;63kV;1.3860487261422154;44.562222965247805;44.562222965247805, 1.3860487261422154
SSCHR;ST-CHRISTOL;Poste de transformation;EN EXPLOITATION;225kV;4.069479655549107;43.70433422460122;43.70433422460122, 4.069479655549107
SSCOM;ST-GEORGES-DE-COMMIERS;Poste de transformation;EN EXPLOITATION;63kV;5.712031734045847;45.05294611813148;45.05294611813148, 5.712031734045847
SSCRA;ST-MARTIN-DE-CRAU;Poste de transformation;EN EXPLOITATION;63kV;4.804774466799717;43.62099202683931;43.62099202683931, 4.804774466799717
SSCRI;ST-CRICQ;Poste de transformation;EN EXPLOITATION;63kV;-0.488566908964711;43.12158324982632;43.12158324982632, -0.488566908964711
SSCYP;ST-CYPRIEN;Poste de transformation;EN EXPLOITATION;63kV;2.999335517469211;42.633335095757694;42.633335095757694, 2.999335517469211
SSDAX;ST-PAUL-LES-DAX;Poste de transformation;EN EXPLOITATION;63kV;-1.056542744795622;43.72050946044035;43.72050946044035, -1.056542744795622
SSDIZ;ST-DIZIER;Poste de transformation;EN EXPLOITATION;63kV;4.936033415784764;48.64468752743098;48.64468752743098, 4.936033415784764
SSEA2;ST-LAURENT-DES-EAUX B;Poste de transformation;EN EXPLOITATION;400kV;1.5786566778007887;47.71899854673866;47.71899854673866, 1.5786566778007887
SSEGR;ST-EGREVE;Poste de transformation;EN EXPLOITATION;63kV;5.665423966589471;45.23405706868318;45.23405706868318, 5.665423966589471
SSFEY;STE-FEYRE;Poste de transformation;EN EXPLOITATION;225kV;1.9211812910957065;46.1966810106101;46.1966810106101, 1.9211812910957065
SSGE7;ST-JULIEN-EN-GENEVOIS;Poste de transformation;EN EXPLOITATION;63kV;6.091200486739216;46.12916320222898;46.12916320222898, 6.091200486739216
SSHER;ST-HERBOT;Poste de transformation;EN EXPLOITATION;63kV;-3.801362739017863;48.33127178505068;48.33127178505068, -3.801362739017863
SSILL;ST-JEAN-D ILLAC;Poste de transformation;EN EXPLOITATION;63kV;-0.8574355805614131;44.814288288910355;44.814288288910355, -0.8574355805614131
SSJA5;ST-JACQUES;Poste de transformation;EN EXPLOITATION;63kV;2.6071874011198286;46.353232485347824;46.353232485347824, 2.6071874011198286
SSJEA;ST-JEAN;Poste de transformation;EN EXPLOITATION;63kV;3.2891800211479216;49.86238738944893;49.86238738944893, 3.2891800211479216
SSJOS;ST-JOSEPH;Poste de transformation;EN EXPLOITATION;225kV;-1.5209651941874602;47.249647455084094;47.249647455084094, -1.5209651941874602
SSLAC;STE-HELENE-DU-LAC;Poste de transformation;EN EXPLOITATION;63kV;6.042628576817089;45.47078158680289;45.47078158680289, 6.042628576817089
SSMAY;ST-MAYME;Poste de transformation;EN EXPLOITATION;63kV;0.6701495768240219;45.02918374805508;45.02918374805508, 0.6701495768240219
SSMCE;ST-MARCEL;Poste de transformation;EN EXPLOITATION;90kV;1.4987849558014028;46.60673847613307;46.60673847613307, 1.4987849558014028
SSMED;ST-MEDARD;Poste de transformation;EN EXPLOITATION;63kV;-0.7218923399053923;44.87664990840558;44.87664990840558, -0.7218923399053923
SSMR;ST-MAUR;Poste de transformation;EN EXPLOITATION;225kV;2.4766878046856373;48.811813226569605;48.811813226569605, 2.4766878046856373
SSNOB;ST-LEONARD-DE-NOBLAT;Poste de transformation;EN EXPLOITATION;90kV;1.486548741403296;45.84761127287521;45.84761127287521, 1.486548741403296
SSOU5;ST-OUEN (POSTE);Poste de transformation;EN EXPLOITATION;225kV;2.3278923816265458;48.91063340301723;48.91063340301723, 2.3278923816265458
SSPAZ;STE-PAZANNE;Poste de transformation;EN EXPLOITATION;63kV;-1.8104431034622808;47.10637941323701;47.10637941323701, -1.8104431034622808
SSPEY;ST-PEY;Poste de transformation;EN EXPLOITATION;63kV;-0.12310461465649629;44.85714885865799;44.85714885865799, -0.12310461465649629
SSPRO;ST-REMY-DE-PROVENCE;Poste de transformation;EN EXPLOITATION;63kV;4.819819978283316;43.79528491302287;43.79528491302287, 4.819819978283316
SSRAP;ST-RAPHAEL;Poste de transformation;EN EXPLOITATION;63kV;6.808693215763921;43.42966714061359;43.42966714061359, 6.808693215763921
SSTOU;ST-MARTIN-DU-TOUCH;Poste de transformation;EN EXPLOITATION;63kV;1.3614690490683896;43.610526959618596;43.610526959618596, 1.3614690490683896
SSUST;ST-USTRE (FONDERIE DU POITOU);Poste de transformation;EN EXPLOITATION;90kV;0.587351919215088;46.90792972541698;46.90792972541698, 0.587351919215088
SSV.E;ST-VULBAS-EST;Poste de transformation;EN EXPLOITATION;225kV;5.261708086832384;45.798087396813266;45.798087396813266, 5.261708086832384
SSV.O;ST-VULBAS-OUEST;Poste de transformation;EN EXPLOITATION;400kV;5.259057791306871;45.794825421986495;45.794825421986495, 5.259057791306871
SSVAL;ST-VALLIER;Poste de transformation;EN EXPLOITATION;63kV;4.815901765526132;45.197810435402;45.197810435402, 4.815901765526132
SSVAU;ST-PARRES-LES-VAUDES;Poste de transformation;EN EXPLOITATION;63kV;4.204335248888187;48.17490697163218;48.17490697163218, 4.204335248888187
SSVIC;ST-VICTOR;Poste de transformation;EN EXPLOITATION;225kV;2.804318222304144;44.0512358546094;44.0512358546094, 2.804318222304144
SSVIE;ST-PRIVAT-DES-VIEUX;Poste de transformation;EN EXPLOITATION;63kV;4.134789498708752;44.1381691315372;44.1381691315372, 4.134789498708752
STEA5;STEAM STE EXXON A PORT JEROME;Poste de transformation;EN EXPLOITATION;90kV;0.552183996828088;49.48072544759001;49.48072544759001, 0.552183996828088
T.BAR;TRONVILLE-EN-BARROIS;Poste de transformation;EN EXPLOITATION;63kV;5.282508262652291;48.71017142840536;48.71017142840536, 5.282508262652291
T.CRA;TERMINAL DE LA CRAU;Poste de transformation;EN EXPLOITATION;63kV;4.914111113919217;43.46190048551051;43.46190048551051, 4.914111113919217
T.DOM;TROIS DOMAINES;Poste de transformation;EN EXPLOITATION;225kV;5.252783978723772;48.98094201583198;48.98094201583198, 5.252783978723772
TALAM;TALAMET;Poste de transformation;EN EXPLOITATION;225kV;1.9487686346544522;44.96692689579485;44.96692689579485, 1.9487686346544522
TANNE;TANNEURS;Poste de transformation;EN EXPLOITATION;63kV;-1.5568990620301915;47.21991209006104;47.21991209006104, -1.5568990620301915
TARN5;TARNOS;Poste de transformation;EN EXPLOITATION;225kV;-1.5021267363228488;43.53025568273256;43.53025568273256, -1.5021267363228488
TARNO;TARNON;Poste de transformation;EN EXPLOITATION;63kV;3.5818879795244967;44.34260981811054;44.34260981811054, 3.5818879795244967
TARTE;TARTERETS;Poste de transformation;EN EXPLOITATION;63kV;2.4676383728704034;48.62165906810423;48.62165906810423, 2.4676383728704034
TAVA5;TAVAUX (COGENERATION DALKIA);Poste de transformation;EN EXPLOITATION;225kV;5.407542544198516;47.05601326699839;47.05601326699839, 5.407542544198516
TAVEL;TAVEL;Poste de transformation;EN EXPLOITATION;400kV;4.643325004107217;44.014730839721004;44.014730839721004, 4.643325004107217
TEICH;TEICH (LE);Poste de transformation;EN EXPLOITATION;63kV;1.84142837099556;42.71868721136262;42.71868721136262, 1.84142837099556
TEMP5;TEMPLE;Poste de transformation;EN EXPLOITATION;225kV;2.3743416092757412;48.87225255049349;48.87225255049349, 2.3743416092757412
TERNE;TERNES;Poste de transformation;EN EXPLOITATION;225kV;2.2933514461594675;48.87649242532028;48.87649242532028, 2.2933514461594675
TERR6;TERRETTE;Poste de transformation;EN EXPLOITATION;400kV;-1.1877919209797194;49.160897101084785;49.160897101084785, -1.1877919209797194
TERRI;TERRIER;Poste de transformation;EN EXPLOITATION;400kV;2.2590279582881556;49.21736195512514;49.21736195512514, 2.2590279582881556
THIOT;THIOT;Poste de transformation;EN EXPLOITATION;225kV;-0.04353732963445708;48.75829841616186;48.75829841616186, -0.04353732963445708
THOR;THOR (LE);Poste de transformation;EN EXPLOITATION;63kV;4.9681634852725045;43.923875449405514;43.923875449405514, 4.9681634852725045
TILLI;TILLIERS;Poste de transformation;EN EXPLOITATION;225kV;2.306667176380174;48.94642714242375;48.94642714242375, 2.306667176380174
TOLME;TOLMER;Poste de transformation;EN EXPLOITATION;90kV;-1.687127791158494;49.48972251365331;49.48972251365331, -1.687127791158494
TONNE;TONNERRE;Poste de transformation;EN EXPLOITATION;225kV;4.010798465511423;47.852140244796395;47.852140244796395, 4.010798465511423
TORCY;TORCY (CEPIA );Poste de transformation;EN EXPLOITATION;63kV;4.909898803542638;49.701212338415466;49.701212338415466, 4.909898803542638
TOUQU;TOUQUES;Poste de transformation;EN EXPLOITATION;90kV;0.0956751661155037;49.34564358745587;49.34564358745587, 0.0956751661155037
TOURE;TOURELLES;Poste de transformation;EN EXPLOITATION;45kV;6.429801026267617;45.7440933276678;45.7440933276678, 6.429801026267617
TOURL;TOURLAVILLE;Poste de transformation;EN EXPLOITATION;90kV;-1.5824722309364805;49.63029317564454;49.63029317564454, -1.5824722309364805
TOUSS;TOUSSON;Poste de transformation;EN EXPLOITATION;63kV;2.444722854105609;48.35735751338927;48.35735751338927, 2.444722854105609
TRANS;TRANS;Poste de transformation;EN EXPLOITATION;400kV;6.475090504256465;43.510215011309185;43.510215011309185, 6.475090504256465
